airport_qid,airport,country_qid,country,administrative_entity_qid,administrative_entity,latitude,longitude,iata_code,icao_code,hub_qid,hub,hub_latitude,hub_longitude,replaced_by_qid,replaced_by_icao_code
Q97701655,Inverleigh Airport,Q408,Australia,Q36074,Queensland,-18.0167007446289,140.567001342773,NA,YINV,NA,NA,NA,NA,NA,
Q21924085,Inverway Airport,Q408,Australia,Q3235,Northern Territory,-17.8411,129.64301,NA,YINW,NA,NA,NA,NA,NA,
Q97701667,Isis Downs Airport,Q408,Australia,Q36074,Queensland,-24.2166996002197,144.617004394531,NA,YISD,NA,NA,NA,NA,NA,
Q12693130,Isisford Airport,Q408,Australia,Q36074,Queensland,-24.258333,144.425,ISI,YISF,NA,NA,NA,NA,NA,
Q97701647,Innesvale Airport,Q408,Australia,Q3235,Northern Territory,-15.3832998275757,131.266998291016,NA,YISV,NA,NA,NA,NA,NA,
Q16895263,Mitta Mitta Airport,Q408,Australia,Q36687,Victoria,-36.5117,147.357,NA,YITT,NA,NA,NA,NA,NA,
Q97701674,Ivanhoe Stn Airport,Q408,Australia,Q3206,Western Australia,-15.7,128.68333333,NA,YIVA,NA,NA,NA,NA,NA,
Q97701657,Inverloch Airport,Q408,Australia,Q36687,Victoria,-38.61666667,145.71666667,NA,YIVE,NA,NA,NA,NA,NA,
Q97701676,Iveragh Airport,Q408,Australia,Q36074,Queensland,NA,NA,NA,YIVG,NA,NA,NA,NA,NA,
Q97701672,Ivanhoe Airport,Q408,Australia,Q36687,Victoria,-37.76666667,145.05,NA,YIVH,NA,NA,NA,NA,NA,
Q17551,Inverell Airport,Q408,Australia,Q1009627,Inverell,-29.888333333333,151.14416666667,IVR,YIVL,NA,NA,NA,NA,NA,
Q20453327,Ivanhoe Airport,Q408,Australia,Q3224,New South Wales,-32.8816666666667,144.30111110000001,NA,YIVO,NA,NA,NA,NA,NA,
Q6110199,Jabiru Airport,Q408,Australia,Q3235,Northern Territory,-12.6583,132.893,JAB,YJAB,Q1413953,Ranger Uranium Mine,-12.6833,132.917,NA,
Q6110766,Jacinth Ambrosia Airport,Q408,Australia,Q35715,South Australia,-30.9017,132.183,NA,YJAC,NA,NA,NA,NA,NA,
Q97701681,Jakes Farm Airport,Q408,Australia,Q36074,Queensland,-16.85,145.58333333,NA,YJAF,NA,NA,NA,NA,NA,
Q12693158,Jackson Airport,Q408,Australia,Q36074,Queensland,-27.639167,142.408333,NA,YJAK,NA,NA,NA,NA,NA,
Q97701683,Jameson Airport,Q408,Australia,Q3206,Western Australia,-25.8500003814697,127.682998657227,NA,YJAM,NA,NA,NA,NA,NA,
Q97701578,Jays Well Airport,Q408,Australia,Q3206,Western Australia,-28.94388889,119.32472222,NA,YJAY,NA,NA,NA,NA,NA,
Q97701677,Jabiluka Airport,Q408,Australia,Q3235,Northern Territory,-12.51666667,132.88333333,NA,YJBK,NA,NA,NA,NA,NA,
Q97701581,Jdandboo Field Airport,Q408,Australia,Q36687,Victoria,-37.85833333,146.91666667,NA,YJBO,NA,NA,NA,NA,NA,
Q97701605,Jimbour Airport,Q408,Australia,Q36074,Queensland,-26.95666667,151.23,NA,YJBR,NA,NA,NA,NA,NA,
Q2741619,Jervis Bay Airport,Q408,Australia,Q15577,Jervis Bay Territory,-35.146666666667,150.69666666667,NA,YJBY,NA,NA,NA,NA,NA,
Q97701590,Jericho (tas) Airport,Q408,Australia,Q34366,Tasmania,-42.36669921875,147.317001342773,NA,YJCO,NA,NA,NA,NA,NA,
Q21924084,Jundah Airport,Q408,Australia,Q36074,Queensland,-24.8417,143.058,NA,YJDA,NA,NA,NA,NA,NA,
Q97701610,Jindalee Airport,Q408,Australia,Q3224,New South Wales,-34.82694444,148.79138889,NA,YJDL,NA,NA,NA,NA,NA,
Q97701582,Jedburgh Airport,Q408,Australia,Q36074,Queensland,-25.09,143.55,NA,YJED,NA,NA,NA,NA,NA,
Q97701586,Jemalong Airport,Q408,Australia,Q3224,New South Wales,-32.4099998474121,147.669998168945,NA,YJEM,NA,NA,NA,NA,NA,
Q56021389,Jerilderie Airport,Q408,Australia,Q3224,New South Wales,-35.372429,145.723759,NA,YJER,NA,NA,NA,NA,NA,
Q97701584,Jeedamya Airport,Q408,Australia,Q3206,Western Australia,-29.405654,121.274729,NA,YJEY,NA,NA,NA,NA,NA,
Q97701594,Jerramungup Airport,Q408,Australia,Q3206,Western Australia,-33.9000015258789,118.900001525879,NA,YJGP,NA,NA,NA,NA,NA,
Q97701598,Jibalbal Airport,Q408,Australia,Q3235,Northern Territory,-12.28333333,134.61666667,NA,YJIB,NA,NA,NA,NA,NA,
Q97701600,Jiggalong Mission Airport,Q408,Australia,Q3206,Western Australia,-23.36669921875,120.782997131348,NA,YJIG,NA,NA,NA,NA,NA,
Q21924022,Jindabyne Airport,Q408,Australia,Q3224,New South Wales,-36.4267,148.60201,NA,YJIN,NA,NA,NA,NA,NA,
Q97701603,Jimarda Airport,Q408,Australia,Q3235,Northern Territory,-12.06666667,134.61666667,NA,YJIR,NA,NA,NA,NA,NA,
Q6306328,Julia Creek Airport,Q408,Australia,Q36074,Queensland,-20.668333333333,141.7225,JCK,YJLC,NA,NA,NA,NA,NA,
Q97701679,Jack Mann Oval Airport,Q408,Australia,Q3206,Western Australia,-31.86833333,116.01361111,NA,YJMO,NA,NA,NA,NA,NA,
Q10853769,Jurien Bay Airport,Q408,Australia,Q3206,Western Australia,-30.3033,115.055,JUR,YJNB,NA,NA,NA,NA,NA,
Q90708680,Jinka airport,Q408,Australia,NA,NA,-22.9500008,135.7330017,NA,YJNK,NA,NA,NA,NA,NA,
Q97701573,Janet Downs Airport,Q408,Australia,Q36074,Queensland,-24.15,144.06666667,NA,YJNT,NA,NA,NA,NA,NA,
Q97701641,Jonroy Airport,Q408,Australia,Q36074,Queensland,-16.5,144.399993896484,NA,YJNY,NA,NA,NA,NA,NA,
Q97701644,Josephine Falls Airport,Q408,Australia,Q36074,Queensland,-17.43833333,145.86,NA,YJOS,NA,NA,NA,NA,NA,
Q97701576,Jarra Creek Airport,Q408,Australia,Q36074,Queensland,-17.88944444,145.82583333,NA,YJRK,NA,NA,NA,NA,NA,
Q97701648,Judith Royl Airport,Q408,Australia,Q36074,Queensland,-21.49777778,142.42638889,NA,YJRL,NA,NA,NA,NA,NA,
Q97701588,Jericho (qld) Airport,Q408,Australia,Q36074,Queensland,-23.5832996368408,146.167007446289,NA,YJRO,NA,NA,NA,NA,NA,
Q97701612,Jindalee Receiver Airport,Q408,Australia,Q3206,Western Australia,-28.32666667,122.00666667,NA,YJRX,NA,NA,NA,NA,NA,
Q97701685,Jamestown Airport,Q408,Australia,Q35715,South Australia,-33.1920845053,138.615531921,NA,YJST,NA,NA,NA,NA,NA,
Q97701614,Jindalee Transmitter Airport,Q408,Australia,Q3206,Western Australia,-28.31833333,122.805,NA,YJTX,NA,NA,NA,NA,NA,
Q97703347,Tjukurla Airport,Q408,Australia,Q3206,Western Australia,-24.3707103729248,128.739334106445,NA,YJUK,NA,NA,NA,NA,NA,
Q6311925,Jundee Airport,Q408,Australia,Q3206,Western Australia,-26.4217,120.577,NA,YJUN,NA,NA,NA,NA,NA,
Q97701596,Jervois Mine Airport,Q408,Australia,Q3235,Northern Territory,-22.63330078125,136.266998291016,NA,YJVM,NA,NA,NA,NA,NA,
Q20456314,Jervois Airport,Q408,Australia,Q3235,Northern Territory,-22.915,136.118333,NA,YJVS,NA,NA,NA,NA,NA,
Q97701670,Kakadu Airport,Q408,Australia,Q3235,Northern Territory,-13.098333330000001,132.12833333,NA,YKAA,NA,NA,NA,NA,NA,
Q97701700,King Ash Bay Airport,Q408,Australia,Q3235,Northern Territory,NA,NA,NA,YKAB,NA,NA,NA,NA,NA,
Q97701675,Kalannie Airport,Q408,Australia,Q3206,Western Australia,-30.36669921875,117.133003234863,NA,YKAE,NA,NA,NA,NA,NA,
Q97701660,Kahlpahlim Rock Airport,Q408,Australia,Q36074,Queensland,-17.01666667,145.63333333,NA,YKAI,NA,NA,NA,NA,NA,
Q97701669,Kajabbi Airport,Q408,Australia,Q36074,Queensland,-20.0333003997803,140.033004760742,NA,YKAJ,NA,NA,NA,NA,NA,
Q21923995,Kalumburu Airport,Q408,Australia,Q3206,Western Australia,-14.28518,126.63614,UBU,YKAL,Q1722740,Kalumburu,-14.295,126.642,NA,
Q97701849,Kiama Harbour Helipad Airport,Q408,Australia,Q3224,New South Wales,-34.66666667,150.85,NA,YKAM,NA,NA,NA,NA,NA,
Q97701691,Kanandah Airport,Q408,Australia,Q3206,Western Australia,-30.8950004577637,124.861999511719,NA,YKAN,NA,NA,NA,NA,NA,
Q97701706,Kapunda Airport,Q408,Australia,Q35715,South Australia,-34.25,138.917007446289,NA,YKAP,NA,NA,NA,NA,NA,
Q6368608,Karara Airport,Q408,Australia,Q3206,Western Australia,-29.2167,116.687,KQR,YKAR,NA,NA,NA,NA,NA,
Q21971987,Katoomba,Q408,Australia,Q3224,New South Wales,-33.66793,150.32254,NA,YKAT,NA,NA,NA,NA,NA,
Q97701731,Kayrunnera Airport,Q408,Australia,Q3224,New South Wales,-30.6833000183105,142.533004760742,NA,YKAY,NA,NA,NA,NA,NA,
Q97701848,Koolyanobbing Range Airport,Q408,Australia,Q3206,Western Australia,-30.8405990600586,119.528999328613,NA,YKBG,NA,NA,NA,NA,NA,
Q13525656,Kambalda Airport,Q408,Australia,Q3206,Western Australia,-31.19,121.598,KDB,YKBL,NA,NA,NA,NA,NA,
Q97701855,Kooralbyn Airport,Q408,Australia,Q36074,Queensland,-28.0900001525879,152.845001220703,NA,YKBN,NA,NA,NA,NA,NA,
Q97701892,Kybo Stn Airport,Q408,Australia,Q3206,Western Australia,-31.00666667,126.58166667,NA,YKBO,NA,NA,NA,NA,NA,
Q4209186,Kalbarri Airport,Q408,Australia,Q3206,Western Australia,-27.691666666667,114.26,KAX,YKBR,Q1007955,Kalbarri,-27.711,114.17,NA,
Q21924082,Kimberley Downs Airport,Q408,Australia,Q3206,Western Australia,-17.3978,124.355,KBD,YKBS,NA,NA,NA,NA,NA,
Q97701671,Kalabity Station Airport,Q408,Australia,Q35715,South Australia,NA,NA,NA,YKBT,NA,NA,NA,NA,NA,
Q15107,Streaky Bay Airport,Q408,Australia,Q35715,South Australia,-32.835833333333,134.29277777778,KBY,YKBY,NA,NA,NA,NA,NA,
Q21924281,Kings Canyon,Q408,Australia,Q3235,Northern Territory,-24.2605,131.48944,NA,YKCA,NA,NA,NA,NA,NA,
Q97701807,Kitchener Airport,Q408,Australia,Q3206,Western Australia,-31.02666667,124.18333333,NA,YKCH,NA,NA,NA,NA,NA,
Q55640258,Killiecrankie Airstrip,Q408,Australia,NA,NA,-39.84972222,147.86138889,NA,YKCK,NA,NA,NA,NA,NA,
Q21924080,Kings Creek Airport,Q408,Australia,Q3235,Northern Territory,-24.4233,131.83501,NA,YKCS,NA,NA,NA,NA,NA,
Q97701861,Kilcoy Airport,Q408,Australia,Q36074,Queensland,-26.97111111,152.56527778,NA,YKCY,NA,NA,NA,NA,NA,
Q97701811,Knapdale Airport,Q408,Australia,Q36074,Queensland,-27.50694444,151.50583333,NA,YKDA,NA,NA,NA,NA,NA,
Q97701656,Kadina Airport,Q408,Australia,Q35715,South Australia,-33.96963,137.659748,NA,YKDI,NA,NA,NA,NA,NA,
Q97701854,Kidman Springs Airport,Q408,Australia,Q3235,Northern Territory,-16.11669921875,130.953002929688,NA,YKDM,NA,NA,NA,NA,NA,
Q97701833,Kondinin Airport,Q408,Australia,Q3206,Western Australia,-32.4667015075684,118.282997131348,NA,YKDN,NA,NA,NA,NA,NA,
Q97701808,Kellerberrin Airport,Q408,Australia,Q3206,Western Australia,-31.6667003631592,117.733001708984,NA,YKEB,NA,NA,NA,NA,NA,
Q97701810,Kelvin Hs Airport,Q408,Australia,Q3224,New South Wales,-30.6550006866455,151.638000488281,NA,YKEL,NA,NA,NA,NA,NA,
Q97701825,Kenmore Park Airport,Q408,Australia,Q35715,South Australia,-26.3332996368408,132.466995239258,NA,YKEN,NA,NA,NA,NA,NA,
Q97701995,Lake Keepit Airport,Q408,Australia,Q3224,New South Wales,-30.8911034242,150.526149273,NA,YKEP,NA,NA,NA,NA,NA,
Q18563,Kerang Airport,Q408,Australia,Q36687,Victoria,-35.751666666667,143.94,KRA,YKER,NA,NA,NA,NA,NA,
Q97701842,Keytah Airport,Q408,Australia,Q3224,New South Wales,-29.4925,149.51,NA,YKEY,NA,NA,NA,NA,NA,
Q97701718,Kingoonya Airport,Q408,Australia,Q35715,South Australia,-30.9016990661621,135.304992675781,NA,YKGA,NA,NA,NA,NA,NA,
Q97701658,Kagaru Airport,Q408,Australia,Q36074,Queensland,-27.85,152.92777778,NA,YKGU,NA,NA,NA,NA,NA,
Q97701844,Khancoban Airport,Q408,Australia,Q3224,New South Wales,-36.2159199704,148.113742828,NA,YKHA,NA,NA,NA,NA,NA,
Q97701847,Kholo Helipad Airport,Q408,Australia,Q36074,Queensland,NA,NA,NA,YKHO,NA,NA,NA,NA,NA,
Q97701852,Kiana Stn Airport,Q408,Australia,Q3235,Northern Territory,-17.24169921875,136.175003051758,NA,YKIA,NA,NA,NA,NA,NA,
Q97701692,Kimbolton Airport,Q408,Australia,Q3206,Western Australia,-16.68333333,123.83333333,NA,YKIB,NA,NA,NA,NA,NA,
Q97701809,Kiwirrkurra Airport,Q408,Australia,Q3206,Western Australia,-22.81666667,127.75,NA,YKIC,NA,NA,NA,NA,NA,
Q12693357,Kidston Airport,Q408,Australia,Q36074,Queensland,-18.87,144.173333,NA,YKID,NA,NA,NA,NA,NA,
Q97701727,Kingston Airport,Q408,Australia,Q35715,South Australia,-36.823299407959,139.875,NA,YKIG,NA,NA,NA,NA,NA,
Q97701860,Kihee Hs Airport,Q408,Australia,Q36074,Queensland,-27.38333333,142.45,NA,YKIH,NA,NA,NA,NA,NA,
Q15514,King Island Airport,Q408,Australia,Q34366,Tasmania,-39.8775,143.87833333333,KNS,YKII,Q794502,King Island,-39.8725,143.98555555556,NA,
Q97701865,Kildurk Stn Airport,Q408,Australia,Q3235,Northern Territory,-16.4316997528076,129.615005493164,NA,YKIL,NA,NA,NA,NA,NA,
Q97701697,Kinchega Airport,Q408,Australia,Q3224,New South Wales,NA,NA,NA,YKIN,NA,NA,NA,NA,NA,
Q21924083,Kirkimbie Station Airport,Q408,Australia,Q3235,Northern Territory,-17.7792,129.21001,NA,YKIR,NA,NA,NA,NA,NA,
Q97701696,Kangaroo Island Airport,Q408,Australia,Q35715,South Australia,-35.98722222,136.83527778,NA,YKIS,NA,NA,NA,NA,NA,
Q97701666,Kaiuroo Airport,Q408,Australia,Q36074,Queensland,-23.088925,149.431925,NA,YKIU,NA,NA,NA,NA,NA,
Q97701704,King Junction Airport,Q408,Australia,Q36074,Queensland,-15.88333333,143.51666667,NA,YKJN,NA,NA,NA,NA,NA,
Q97701703,Kapooka,Q408,Australia,Q3224,New South Wales,-35.151194,147.287335,NA,YKKA,NA,NA,NA,NA,NA,
Q17613,Kalkgurung Airport,Q408,Australia,Q3235,Northern Territory,-17.431944444444,130.80805555556,KFG,YKKG,Q5208683,Daguragu Community,-17.416771,130.801513,NA,
Q97701824,Kokatha Airport,Q408,Australia,Q35715,South Australia,-31.2917003631592,135.242004394531,NA,YKKH,NA,NA,NA,NA,NA,
Q97701694,Kin Kin Retreat Airport,Q408,Australia,Q3206,Western Australia,-34.37916667,116.32222222,NA,YKKN,NA,NA,NA,NA,NA,
Q21924076,Koolatah Airport,Q408,Australia,Q36074,Queensland,-15.8886,142.439,NA,YKLA,NA,NA,NA,NA,NA,
Q21924078,Koolburra Airport,Q408,Australia,Q36074,Queensland,-15.3189,143.955,NA,YKLB,NA,NA,NA,NA,NA,
Q97701873,Killarney Airport,Q408,Australia,Q3235,Northern Territory,-16.25,131.746994018555,NA,YKLE,NA,NA,NA,NA,NA,
Q97701678,Kalinga Airport,Q408,Australia,Q36074,Queensland,-15.1999998092651,143.850006103516,NA,YKLG,NA,NA,NA,NA,NA,
Q97701836,Koolan Island Airport,Q408,Australia,Q3206,Western Australia,-16.13055556,123.7775,NA,YKLI,NA,NA,NA,NA,NA,
Q97701680,Kallala Airport,Q408,Australia,Q36074,Queensland,-21.75,138.882995605469,NA,YKLL,NA,NA,NA,NA,NA,
Q97701878,Killarney Stn Airport,Q408,Australia,Q36074,Queensland,-15.3999996185303,143.5,NA,YKLN,NA,NA,NA,NA,NA,
Q97701867,Kilgour Airport,Q408,Australia,Q3235,Northern Territory,-17.15,135.8,NA,YKLO,NA,NA,NA,NA,NA,
Q97701872,Killara Park Airport,Q408,Australia,Q36074,Queensland,-23.76666667,144.76666667,NA,YKLP,NA,NA,NA,NA,NA,
Q97701673,Kalamurina Airport,Q408,Australia,Q35715,South Australia,-27.7166996002197,138.261993408203,NA,YKLR,NA,NA,NA,NA,NA,
Q97701663,Kailis Airport,Q408,Australia,Q3206,Western Australia,NA,NA,NA,YKLS,NA,NA,NA,NA,NA,
Q6373643,Karumba Airport,Q408,Australia,Q36074,Queensland,-17.455,140.83166666667,KRB,YKMB,NA,NA,NA,NA,NA,
Q21924077,Kamileroi Airport,Q408,Australia,Q36074,Queensland,-19.375,140.05701,NA,YKML,NA,NA,NA,NA,NA,
Q97701711,Karmona Airport,Q408,Australia,Q36074,Queensland,-27.375,141.93333333,NA,YKMN,NA,NA,NA,NA,NA,
Q17552,Kempsey Airport,Q408,Australia,Q1619596,Kempsey,-31.065,152.7677778,KPS,YKMP,NA,NA,NA,NA,NA,
Q97701871,Kunmunya Mission Airport,Q408,Australia,Q3206,Western Australia,-15.53333333,124.66666667,NA,YKMY,NA,NA,NA,NA,NA,
Q97701820,Kencherang Airport,Q408,Australia,Q36074,Queensland,-13.8450002670288,141.591995239258,NA,YKNC,NA,NA,NA,NA,NA,
Q6375103,Katanning Airport,Q408,Australia,Q3206,Western Australia,-33.6994,117.655,KNI,YKNG,NA,NA,NA,NA,NA,
Q97701882,Kilmore Airport,Q408,Australia,Q36687,Victoria,-37.3,144.95,NA,YKNH,NA,NA,NA,NA,NA,
Q97701853,Koonmarra Airport,Q408,Australia,Q3206,Western Australia,-26.2833003997803,117.782997131348,NA,YKNM,NA,NA,NA,NA,NA,
Q97701874,Kununoppin Airport,Q408,Australia,Q3206,Western Australia,-31.13330078125,117.900001525879,NA,YKNP,NA,NA,NA,NA,NA,
Q97701730,Kintore Airport,Q408,Australia,Q3235,Northern Territory,-23.2649993896484,129.386993408203,NA,YKNT,NA,NA,NA,NA,NA,
Q97701702,Kaniva Airport,Q408,Australia,Q36687,Victoria,-36.340918,141.267964,NA,YKNV,NA,NA,NA,NA,NA,
Q97701819,Koarlo Airport,Q408,Australia,Q36074,Queensland,NA,NA,NA,YKOA,NA,NA,NA,NA,NA,
Q97701850,Koongarra Airport,Q408,Australia,Q36687,Victoria,-36,142.216995239258,NA,YKOG,NA,NA,NA,NA,NA,
Q97701845,Koolpinyah Airport,Q408,Australia,Q3235,Northern Territory,-12.38333333,131.16666667,NA,YKOH,NA,NA,NA,NA,NA,
Q97701856,Koroit Airport,Q408,Australia,Q36687,Victoria,-38.3,142.36666667,NA,YKOI,NA,NA,NA,NA,NA,
Q97701822,Kojonup Airport,Q408,Australia,Q3206,Western Australia,-33.7667007446289,117.133003234863,NA,YKOJ,NA,NA,NA,NA,NA,
Q97701834,Kookynie Airport,Q408,Australia,Q3206,Western Australia,-29.34328,121.493168,NA,YKOK,NA,NA,NA,NA,NA,
Q97701827,Kolendo Airport,Q408,Australia,Q35715,South Australia,-32.4157981872559,136.298004150391,NA,YKOL,NA,NA,NA,NA,NA,
Q97701859,Korumburra Airport,Q408,Australia,Q36687,Victoria,-38.41666667,145.81666667,NA,YKOR,NA,NA,NA,NA,NA,
Q6435008,Kowanyama Airport,Q408,Australia,Q36074,Queensland,-15.485555555556,141.75138888889,KWM,YKOW,NA,NA,NA,NA,NA,
Q97701830,Kondaparinga Airport,Q408,Australia,Q36074,Queensland,-16.68333333,144.78333333,NA,YKPI,NA,NA,NA,NA,NA,
Q97701818,Kempton Airport,Q408,Australia,Q34366,Tasmania,-42.53333333,147.2,NA,YKPN,NA,NA,NA,NA,NA,
Q97701682,Kalpowar Airport,Q408,Australia,Q36074,Queensland,-14.89,144.22,NA,YKPR,NA,NA,NA,NA,NA,
Q97701713,Karonie Airport,Q408,Australia,Q3206,Western Australia,-30.96666667,122.53333333,NA,YKRE,NA,NA,NA,NA,NA,
Q97701881,Kuri Bay Airport,Q408,Australia,Q3206,Western Australia,-15.48333333,124.55,NA,YKRI,NA,NA,NA,NA,NA,
Q97701722,Karunjie Airport,Q408,Australia,Q3206,Western Australia,-16.28333333,127.18333333,NA,YKRJ,NA,NA,NA,NA,NA,
Q97701800,Kirkalocka Airport,Q408,Australia,Q3206,Western Australia,-28.69222222,117.76444444,NA,YKRK,NA,NA,NA,NA,NA,
Q97701803,Keeroongooloo Airport,Q408,Australia,Q36074,Queensland,-25.91666667,142.8,NA,YKRL,NA,NA,NA,NA,NA,
Q97702059,Mallowa/krui Airport,Q408,Australia,Q3224,New South Wales,NA,NA,NA,YKRU,NA,NA,NA,NA,NA,
Q97701823,Kendall River Airport,Q408,Australia,Q36074,Queensland,-13.75,142.182998657227,NA,YKRV,NA,NA,NA,NA,NA,
Q97701857,Kierawonga Airport,Q408,Australia,Q36074,Queensland,NA,NA,NA,YKRW,NA,NA,NA,NA,NA,
Q6412429,Kingaroy Airport,Q408,Australia,Q36074,Queensland,-26.58,151.842,KGY,YKRY,NA,NA,NA,NA,NA,
Q14324,Kingscote Airport,Q408,Australia,Q35715,South Australia,-35.713888888889,137.52166666667,KGC,YKSC,Q210371,Kangaroo Island,-35.833333333333,137.25,NA,
Q97701835,Keswick Island Airport,Q408,Australia,Q36074,Queensland,-20.91666667,149.41666667,NA,YKSI,NA,NA,NA,NA,NA,
Q97701832,Keswick Barracks Airport,Q408,Australia,Q35715,South Australia,-34.94666667,138.58166667,NA,YKSK,NA,NA,NA,NA,NA,
Q97701828,Kennetts Strip Airport,Q408,Australia,Q3224,New South Wales,-33.83194444,150.74472222,NA,YKST,NA,NA,NA,NA,NA,
Q97701805,Keith Airport,Q408,Australia,Q35715,South Australia,-36.115135,140.252237,NA,YKTH,NA,NA,NA,NA,NA,
Q6451825,Kyneton Airport,Q408,Australia,Q36687,Victoria,-37.225,144.44666666667,NA,YKTN,NA,NA,NA,NA,NA,
Q97703068,South Talwood/kulali Airport,Q408,Australia,Q36074,Queensland,NA,NA,NA,YKUA,NA,NA,NA,NA,NA,
Q6441261,Kubin Airport,Q408,Australia,Q36074,Queensland,-10.225,142.218333,KUG,YKUB,NA,NA,NA,NA,NA,
Q97701879,Kuranda Airport,Q408,Australia,Q36074,Queensland,-16.8,145.6,NA,YKUD,NA,NA,NA,NA,NA,
Q97701864,Kukerin Airstrip Airport,Q408,Australia,Q3206,Western Australia,NA,NA,NA,YKUK,NA,NA,NA,NA,NA,
Q21924079,Kulgera Airport,Q408,Australia,Q3235,Northern Territory,-25.8428,133.29201,NA,YKUL,NA,NA,NA,NA,NA,
Q97701868,Kumbarilla/ruby Jo Airport,Q408,Australia,Q36074,Queensland,NA,NA,NA,YKUM,NA,NA,NA,NA,NA,
Q97701877,Kupunn Airport,Q408,Australia,Q36074,Queensland,-27.19527778,151.11361111,NA,YKUP,NA,NA,NA,NA,NA,
Q21957754,Kurundi Station,Q408,Australia,Q3235,Northern Territory,-20.5,134.6,NA,YKUR,NA,NA,NA,NA,NA,
Q97701888,Kurweeton Airport,Q408,Australia,Q36687,Victoria,-38.0499992370605,143.149993896484,NA,YKUW,NA,NA,NA,NA,NA,
Q97701884,Kurray Hs Airport,Q408,Australia,Q36074,Queensland,-28.2199993133545,148.578002929688,NA,YKUY,NA,NA,NA,NA,NA,
Q97701707,King Vale Airport,Q408,Australia,Q36074,Queensland,-15.70833333,143.75,NA,YKVA,NA,NA,NA,NA,NA,
Q97701698,Kangaroo Well Airport,Q408,Australia,Q35715,South Australia,-31.7849998474121,135.638000488281,NA,YKWG,NA,NA,NA,NA,NA,
Q97701899,Kynuna Airport,Q408,Australia,Q36074,Queensland,-21.6000003814697,141.917007446289,NA,YKYN,NA,NA,NA,NA,NA,
Q97701891,Kyabra Airport,Q408,Australia,Q36074,Queensland,-26.3,143.18333333,NA,YKYR,NA,NA,NA,NA,NA,
Q97701837,Keyneton Airport,Q408,Australia,Q35715,South Australia,-34.555,139.13166667,NA,YKYT,NA,NA,NA,NA,NA,
Q97701904,Kywong Airport,Q408,Australia,Q36074,Queensland,-22.26166667,143.61166667,NA,YKYW,NA,NA,NA,NA,NA,
Q97702023,Landsborough Airport,Q408,Australia,Q36074,Queensland,-26.82305556,152.97777778,NA,YLAB,NA,NA,NA,NA,NA,
Q97701909,Labelle Downs Airport,Q408,Australia,Q3235,Northern Territory,-13.11305556,130.49916667,NA,YLAE,NA,NA,NA,NA,NA,
Q97701984,Lagoon Bay Airport,Q408,Australia,Q34366,Tasmania,-42.8849983215332,147.953002929688,NA,YLAG,NA,NA,NA,NA,NA,
Q21924064,Lawn Hill Airport,Q408,Australia,Q36074,Queensland,-18.5683,138.63499,NA,YLAH,NA,NA,NA,NA,NA,
Q97702011,Lambina Airport,Q408,Australia,Q35715,South Australia,-26.9132995605469,134.057998657227,NA,YLAM,NA,NA,NA,NA,NA,
Q97702024,Langawirra Airport,Q408,Australia,Q3224,New South Wales,-31.4500007629395,142.132995605469,NA,YLAN,NA,NA,NA,NA,NA,
Q97702013,Lameroo Airport,Q408,Australia,Q35715,South Australia,-35.36669921875,140.550003051758,NA,YLAO,NA,NA,NA,NA,NA,
Q97702030,Lapunyah Airport,Q408,Australia,Q36074,Queensland,-28.03333333,150.01666667,NA,YLAP,NA,NA,NA,NA,NA,
Q6503624,Lawlers Airport,Q408,Australia,Q3206,Western Australia,-28.09,120.54,NA,YLAW,NA,NA,NA,NA,NA,
Q97702042,Lombadina Airport,Q408,Australia,Q3206,Western Australia,-16.5167007446289,122.916999816895,NA,YLBD,NA,NA,NA,NA,NA,
Q97702357,Mount Liebig Airport,Q408,Australia,Q3235,Northern Territory,-23.2432994842529,131.259994506836,NA,YLBG,NA,NA,NA,NA,NA,
Q6475176,Lake Cargelligo Airport,Q408,Australia,Q3224,New South Wales,-33.2816666666667,146.3677778,NA,YLCG,NA,NA,NA,NA,NA,
Q97702037,Lassie Creek Station Airport,Q408,Australia,Q36074,Queensland,-19.39666667,145.85,NA,YLCK,NA,NA,NA,NA,NA,
Q97702038,Locksley Field Airport,Q408,Australia,Q36687,Victoria,-36.814998626709,145.348007202148,NA,YLCS,NA,NA,NA,NA,NA,
Q97701911,Lady Barron Airport,Q408,Australia,Q34366,Tasmania,-40.2000007629395,148.25,NA,YLDB,NA,NA,NA,NA,NA,
Q97702016,Landers Creek Airport,Q408,Australia,Q36074,Queensland,-19.96666667,147.21666667,NA,YLDC,NA,NA,NA,NA,NA,
Q21957696,Lissadell,Q408,Australia,Q3206,Western Australia,-16.5,128.667,NA,YLDL,NA,NA,NA,NA,NA,
Q97702008,Linden Airport,Q408,Australia,Q36074,Queensland,-25.95,150.53333333,NA,YLDN,NA,NA,NA,NA,NA,
Q97702021,Landor Stn Airport,Q408,Australia,Q3206,Western Australia,-25.1000003814697,116.900001525879,NA,YLDO,NA,NA,NA,NA,NA,
Q21957691,Linda Downs,Q408,Australia,Q36074,Queensland,-23.0167,138.7,NA,YLDS,NA,NA,NA,NA,NA,
Q97701898,Leeman Airport,Q408,Australia,Q3206,Western Australia,-29.969953,114.983131,NA,YLEA,NA,NA,NA,NA,NA,
Q14327,Leigh Creek Airport,Q408,Australia,Q35715,South Australia,-30.9983,138.427,LGH,YLEC,NA,NA,NA,NA,NA,
